"","Estado","Municipio","Grupo","Estimador","Poblacion"
"01_poblacion_oax.xls.58","20 Oaxaca","Magdalena Tequisistlan","Total","Valor","6038"
"01_poblacion_oax.xls.59","20 Oaxaca","Magdalena Tlacotepec *","Total","Valor","1220"
"01_poblacion_oax.xls.60","20 Oaxaca","Magdalena Yodocono de Porfirio Diaz *","Total","Valor","1554"
"01_poblacion_oax.xls.61","20 Oaxaca","Magdalena Zahuatlan *","Total","Valor","415"
"01_poblacion_oax.xls.62","20 Oaxaca","Mariscala de Juarez *","Total","Valor","3486"
"01_poblacion_oax.xls.63","20 Oaxaca","Martires de Tacubaya *","Total","Valor","1424"
"01_poblacion_oax.xls.64","20 Oaxaca","Matias Romero Avendano **","Total","Valor","39828"
"01_poblacion_oax.xls.65","20 Oaxaca","Mazatlan Villa de Flores *","Total","Valor","13097"
"01_poblacion_oax.xls.66","20 Oaxaca","Mesones Hidalgo *","Total","Valor","4380"
"01_poblacion_oax.xls.67","20 Oaxaca","Miahuatlan de Porfirio Diaz","Total","Valor","42312"
"01_poblacion_oax.xls.68","20 Oaxaca","Mixistlan de la Reforma *","Total","Valor","2585"
"01_poblacion_oax.xls.69","20 Oaxaca","Monjas *","Total","Valor","2722"
"01_poblacion_oax.xls.70","20 Oaxaca","Natividad *","Total","Valor","475"
"01_poblacion_oax.xls.71","20 Oaxaca","Nazareno Etla *","Total","Valor","3910"
"01_poblacion_oax.xls.72","20 Oaxaca","Nejapa de Madero","Total","Valor","7385"
"01_poblacion_oax.xls.73","20 Oaxaca","Nuevo Zoquiapam *","Total","Valor","1654"
"01_poblacion_oax.xls.74","20 Oaxaca","Oaxaca de Juarez","Total","Valor","264251"
"01_poblacion_oax.xls.75","20 Oaxaca","Ocotlan de Morelos","Total","Valor","21676"
"01_poblacion_oax.xls.76","20 Oaxaca","Pinotepa de Don Luis","Total","Valor","6893"
"01_poblacion_oax.xls.77","20 Oaxaca","Pluma Hidalgo *","Total","Valor","2871"
"01_poblacion_oax.xls.78","20 Oaxaca","Putla Villa de Guerrero","Total","Valor","32640"
"01_poblacion_oax.xls.79","20 Oaxaca","Reforma de Pineda *","Total","Valor","2723"
"01_poblacion_oax.xls.80","20 Oaxaca","Reyes Etla *","Total","Valor","3757"
"01_poblacion_oax.xls.81","20 Oaxaca","Rojas de Cuauhtemoc *","Total","Valor","1095"
"01_poblacion_oax.xls.82","20 Oaxaca","Salina Cruz","Total","Valor","89211"
"01_poblacion_oax.xls.83","20 Oaxaca","San Agustin Amatengo *","Total","Valor","1459"
"01_poblacion_oax.xls.84","20 Oaxaca","San Agustin Atenango *","Total","Valor","1760"
"01_poblacion_oax.xls.85","20 Oaxaca","San Agustin Chayuco *","Total","Valor","4099"
"01_poblacion_oax.xls.86","20 Oaxaca","San Agustin de las Juntas","Total","Valor","9342"
"01_poblacion_oax.xls.87","20 Oaxaca","San Agustin Etla *","Total","Valor","3984"
"01_poblacion_oax.xls.88","20 Oaxaca","San Agustin Loxicha *","Total","Valor","24467"
"01_poblacion_oax.xls.89","20 Oaxaca","San Agustin Tlacotepec *","Total","Valor","929"
"01_poblacion_oax.xls.90","20 Oaxaca","San Agustin Yatareni *","Total","Valor","4334"
"01_poblacion_oax.xls.91","20 Oaxaca","San Andres Cabecera Nueva *","Total","Valor","2819"
"01_poblacion_oax.xls.92","20 Oaxaca","San Andres Dinicuiti *","Total","Valor","2112"
"01_poblacion_oax.xls.93","20 Oaxaca","San Andres Huaxpaltepec","Total","Valor","6168"
"01_poblacion_oax.xls.94","20 Oaxaca","San Andres Huayapam *","Total","Valor","5336"
"01_poblacion_oax.xls.95","20 Oaxaca","San Andres Ixtlahuaca *","Total","Valor","1604"
"01_poblacion_oax.xls.96","20 Oaxaca","San Andres Lagunas *","Total","Valor","483"
"01_poblacion_oax.xls.97","20 Oaxaca","San Andres Nuxino *","Total","Valor","1756"
"01_poblacion_oax.xls.98","20 Oaxaca","San Andres Paxtlan *","Total","Valor","4295"
"01_poblacion_oax.xls.99","20 Oaxaca","San Andres Sinaxtla *","Total","Valor","716"
"01_poblacion_oax.xls.100","20 Oaxaca","San Andres Solaga *","Total","Valor","1671"
"01_poblacion_oax.xls.101","20 Oaxaca","San Andres Teotilalpam *","Total","Valor","4425"
"01_poblacion_oax.xls.102","20 Oaxaca","San Andres Tepetlapa *","Total","Valor","472"
"01_poblacion_oax.xls.103","20 Oaxaca","San Andres Yaa *","Total","Valor","422"
"01_poblacion_oax.xls.104","20 Oaxaca","San Andres Zabache *","Total","Valor","739"
"01_poblacion_oax.xls.105","20 Oaxaca","San Andres Zautla *","Total","Valor","4409"
"01_poblacion_oax.xls.106","20 Oaxaca","San Antonino Castillo Velasco","Total","Valor","6009"
"01_poblacion_oax.xls.107","20 Oaxaca","San Antonino el Alto *","Total","Valor","2606"
"01_poblacion_oax.xls.108","20 Oaxaca","San Antonino Monte Verde","Total","Valor","7305"
"01_poblacion_oax.xls.109","20 Oaxaca","San Antonio Acutla *","Total","Valor","249"
"01_poblacion_oax.xls.110","20 Oaxaca","San Antonio de la Cal","Total","Valor","23038"
"01_poblacion_oax.xls.111","20 Oaxaca","San Antonio Huitepec *","Total","Valor","4421"
"01_poblacion_oax.xls.112","20 Oaxaca","San Antonio Nanahuatipam *","Total","Valor","1227"
"01_poblacion_oax.xls.113","20 Oaxaca","San Antonio Sinicahua *","Total","Valor","1484"
